25,일반음식점,한식,남천낙지볶음,"부산광역시 수영구 남천동로9번길 31, 1층 (남천동)",부산광역시 수영구 남천동 11 - 21 1층,낙지볶음,051-626-2017,35.1441797,129.1104996
26,일반음식점,회집,까치횟집,"부산광역시 수영구 광안해변로344번길 17-20, 5층 5호 (민락동, 풍경타워)",부산광역시 수영구 민락동 110 - 50 풍경타워 5층 5호,생선회,051-753-5866,35.1550268,129.1317525
27,일반음식점,복어취급,금강복아구전문점,"부산광역시 수영구 남천바다로10번길 69, 1층 (남천동)",부산광역시 수영구 남천동 28 - 14 1층,복국,051-623-1193,35.1467858,129.111075
28,일반음식점,한식,구가네,"부산광역시 수영구 망미배산로24번길 2, 1층 (망미동)",부산광역시 수영구 망미동 444 - 5 1층,한정식,051-755-2100,35.174414,129.1057609
29,일반음식점,한식,광안밀면,"부산광역시 수영구 수영로 587, 1층 (광안동)",부산광역시 수영구 광안동 741 - 9 외 2필지,밀면,051-751-5250,35.1582232,129.1129602
30,일반음식점,회집,광안리 부산횟집,"부산광역시 수영구 민락수변로 29, 4층 (민락동, 바다마루)",부산광역시 수영구 민락동 181 - 223 바다마루 4층,생선회,051-753-8881,35.153184,129.1246099
31,일반음식점,한식,개미집,"부산광역시 수영구 광남로130번길 9, 1층 (광안동)",부산광역시 수영구 광안동 194 - 7 1층,낙지볶음,051-758-7172,35.1531092,129.1172258
32,일반음식점,식육(숯불구이),강변한우,"부산광역시 수영구 좌수영로 153, 2층 (망미동)",부산광역시 수영구 망미동 202 - 1 2층,소갈비,051-861-4188,35.177653,129.1173552
33,일반음식점,식육(숯불구이),(주) C.H.B Company 이랴이랴,"부산광역시 수영구 광안로 9, 2~3층 (광안동)",부산광역시 수영구 광안동 144 - 25 외1필지 (2~3층),소고기,051-751-1024,35.1571629,129.1140697
34,일반음식점,일식,부산초밥,부산광역시 부산진구 부전로66번길 16 (부전동),부산광역시 부산진구 부전동 516 - 67,일식요리,051-819-1688,35.1557929,129.053475
35,일반음식점,분식,함경면옥,부산광역시 부산진구 부전로66번길 32 (부전동),부산광역시 부산진구 부전동 516 - 42,냉면,051-891-3000,35.1557413,129.0542218
36,일반음식점,중국식,금룡만두,부산광역시 부산진구 중앙대로702번길 17-1 (부전동),부산광역시 부산진구 부전동 168 - 184,중화요리,051-802-9168,35.1555805,129.057981
37,일반음식점,식육(숯불구이),세연정,"부산광역시 부산진구 가야대로 554, 1층 (가야동)",부산광역시 부산진구 가야동 221 - 2,소고기,051-867-2000,35.1536013,129.0305041
38,일반음식점,한식,아리한정식,"부산광역시 부산진구 가야대로 785 (부전동, 인제메디칼센터 2~3층)","부산광역시 부산진구 부전동 486 - 27 외2필지, 인제메디칼센터 2~3층",한정식,051-819-1323,35.1579094,129.0553503
39,일반음식점,한식,정가네 남도밥상,부산광역시 부산진구 중앙대로 786 (전포동),부산광역시 부산진구 전포동 876 - 4,샤브샤브,051-808-1238,35.1514508,129.0697068
40,일반음식점,한식,S서울깍뚜기,부산광역시 부산진구 서전로 49 (전포동),부산광역시 부산진구 전포동 665 - 3,"설렁탕,곰탕",051-816-3950,35.1581165,129.0629695
41,일반음식점,한식,진가네추어탕,"부산광역시 부산진구 백양순환로 9, 1층 (당감동, 동남주상복합아파트)",부산광역시 부산진구 당감동 623 - 2,추어탕,051-891-4458,35.1655463,129.0308494
42,일반음식점,한식,돌쇠본가,부산광역시 부산진구 성지곡로12번길 25 (초읍동),부산광역시 부산진구 초읍동 102 - 4,"전복갈비찜,돌솥밥",051-804-7980,35.183873,129.0466071
43,일반음식점,한식,도마위에 암소,부산광역시 부산진구 서면문화로 48 (부전동),부산광역시 부산진구 부전동 404 - 5,한우,051-805-0073,35.1613772,129.0534561
44,일반음식점,일식,월강,"부산광역시 부산진구 서면로 7, 월강빌딩 1,2,3,4층 (부전동)",부산광역시 부산진구 부전동 533 - 10 월강빌딩,일식요리,051-806-2500,35.1514508,129.0554275
45,일반음식점,한식,전통음식점 원양,부산광역시 부산진구 동평로420번길 23 (양정동),부산광역시 부산진구 양정동 393 - 2,"생갈비,쌈밥",051-864-0773,35.1722206,129.0677607
46,일반음식점,분식,춘하추동밀면,부산광역시 부산진구 서면문화로 48-1 (부전동),부산광역시 부산진구 부전동 404 - 3,밀면,051-809-8659,35.1614773,129.0533476
47,일반음식점,분식,남강면옥,부산광역시 부산진구 신천대로65번길 68 (범천동),부산광역시 부산진구 범천동 875 - 1,"냉면,곰탕",051-647-4165,35.1470873,129.0557528
48,일반음식점,한식,청담,"부산광역시 부산진구 가야대로784번길 42, 지상1층 (부전동)",부산광역시 부산진구 부전동 516 - 2 지상1층,"오리,삼겹바베큐",051-807-5555,35.1555801,129.0549331
49,일반음식점,한식,하동재첩왕갈비,"부산광역시 부산진구 중앙대로743번길 25 (부전동,(1층))",부산광역시 부산진구 부전동 262 - 15 (1층),재첩국,051-808-5668,35.1598064,129.0567909
50,일반음식점,한식,전포정,부산광역시 부산진구 전포대로200번길 28 (전포동),부산광역시 부산진구 전포동 340 - 1,삼계탕,051-807-2113,35.1543917,129.0649481
51,일반음식점,한식,중앙숯불갈비,부산광역시 부산진구 골드테마길 65 (범천동),부산광역시 부산진구 범천동 847 - 32,"돼지갈비,삼겹살",051-632-2008,35.1446229,129.0577116
52,일반음식점,회집,남해수산횟집,부산광역시 부산진구 서면문화로 11-1 (부전동),부산광역시 부산진구 부전동 475 - 4,생선회,051-818-9898,35.1585671,129.0550618
53,일반음식점,한식,동남갈비,부산광역시 부산진구 부전로96번길 35 (부전동),부산광역시 부산진구 부전동 474 - 129,"돼지갈비, 삼겹살",051-804-3700,35.1588832,129.054471
54,일반음식점,한식,용궁해물탕,부산광역시 부산진구 서면문화로5번길 10 (부전동),부산광역시 부산진구 부전동 475 - 17,해물탕,051-808-4711,35.1584225,129.0550028
55,일반음식점,일식,일송초밥,"부산광역시 부산진구 중앙대로691번길 52, 지상1층 (부전동)",부산광역시 부산진구 부전동 520 - 38 지상1층,생선회,051-805-3300,35.1546303,129.054079
56,일반음식점,한식,장수국밥,부산광역시 부산진구 새싹로29번길 8 (부전동 30),"부산광역시 부산진구 부전동 401 - 23 ,30","돼지국밥,수육",051-804-2277,35.1603621,129.0543947
57,일반음식점,한식,남대문,"부산광역시 부산진구 부전로96번길 35 (부전동 130,4,144)","부산광역시 부산진구 부전동 474 - 45 ,130,4,144",돼지갈비. 삼겹살. 돌솥밥,051-805-9191,35.1588832,129.054471
58,일반음식점,한식,태화육개장,부산광역시 부산진구 서면문화로 18-1 (부전동),부산광역시 부산진구 부전동 397 - 21,"육개장,수육",051-802-5995,35.1592796,129.0547999
59,일반음식점,한식,급행장,부산광역시 부산진구 서면문화로 4 (부전동),부산광역시 부산진구 부전동 259 - 27,"소갈비, 갈비탕",051-809-2100,35.1580852,129.0558403
60,일반음식점,회집,제일횟집,"부산광역시 부산진구 서면문화로 24 (부전동 25 (1,2,3층))","부산광역시 부산진구 부전동 398 - 12 ,25 (1,2,3층)",일식,051-805-6290,35.159482,129.0544436
61,일반음식점,회집,동해물회,부산광역시 부산진구 서전로 15 (부전동),부산광역시 부산진구 부전동 142 - 5,물회,051-809-3305,35.1579499,129.0591521
62,일반음식점,한식,대서양식당,부산광역시 부산진구 부전로96번길 26 (부전동),부산광역시 부산진구 부전동 477 - 16,참치회,051-809-0190,35.1585948,129.0539536
63,일반음식점,분식,우정분식,부산광역시 부산진구 동천로85번길 3 (부전동),부산광역시 부산진구 부전동 168 - 365,돌솥비빔밥,051-803-0303,35.1562349,129.0598323
64,일반음식점,한식,골목식당,부산광역시 부산진구 가야대로784번길 46 (부전동),부산광역시 부산진구 부전동 516 - 3,숯불갈비,051-803-3850,35.1554854,129.0549341
65,일반음식점,한식,초원가든,"부산광역시 부산진구 부전로 57, 지상1층 (부전동)",부산광역시 부산진구 부전동 514 - 1 지상1층,"소양념갈비,소진갈비살,한우",051-806-8878,35.1547744,129.052743
66,일반음식점,한식,대서양식당,부산광역시 부산진구 부전로96번길 20 (부전동),부산광역시 부산진구 부전동 477 - 30,참치회,051-802-0909,35.1586205,129.0535862
67,일반음식점,한식,마당집,부산광역시 부산진구 부전로 69 (부전동),부산광역시 부산진구 부전동 512 - 23,"생등심, 생갈비",051-806-8602,35.1562979,129.0522029
68,일반음식점,중국식,동보성,"부산광역시 부산진구 서면문화로 27 (부전동,유원O/T 지하102호, 101호)","부산광역시 부산진구 부전동 474 - 80 유원O/T 지하102호, 101호","짜장면,탕수육",051-816-1649,35.1594776,129.0534553
69,일반음식점,한식,언양식당,부산광역시 부산진구 가야대로588번길 13 (가야동),부산광역시 부산진구 가야동 275 - 4,생갈비,051-898-6858,35.153996,129.0337951
70,일반음식점,한식,북해도,부산광역시 부산진구 중앙대로691번길 52 (부전동),부산광역시 부산진구 부전동 520 - 38,"생선회,초밥",051-806-1585,35.1546303,129.054079
71,일반음식점,뷔페식,오쉐르웨딩홀.부페,부산광역시 부산진구 중앙대로775번길 5 (부전동),부산광역시 부산진구 부전동 341 - 5,뷔페,051-811-2121,35.1616107,129.0592205
72,일반음식점,기타,산애들(개금점),"부산광역시 부산진구 가야대로 451 (개금동, 개금메디칼빌딩2층일부)",부산광역시 부산진구 개금동 511 - 1 개금메디칼빌딩2층일부,샤브샤브,051-891-5900,35.153687,129.0193445
73,일반음식점,기타,정동진해물탕해물찜,"부산광역시 부산진구 서면문화로 37 (부전동, 정동진해물탕2~3층)","부산광역시 부산진구 부전동 406 - 14 외1필지, 지상2~3층","해물탕,해물찜",051-809-8208,35.1604373,129.0531707
74,일반음식점,복어취급,바다호호복국,"부산광역시 부산진구 서면문화로 26, 1층 (부전동)",부산광역시 부산진구 부전동 398 - 8,복국,051-807-0009,35.1596927,129.0541543
75,일반음식점,한식,조방낙지초읍점,"부산광역시 부산진구 성지곡로 17 (초읍동, 지상1층전체)",부산광역시 부산진구 초읍동 351 - 13 지상1층전체,낙지볶음,051-804-8600,35.1840675,129.0451757
76,일반음식점,뷔페식,더스타,"부산광역시 부산진구 중앙대로666번길 50 (부전동,센트럴스타 상가동204,205,206호(지하2층))","부산광역시 부산진구 부전동 537 - 9 센트럴스타 상가동204,205,206호(지하2층)",뷔페,051-918-8000,35.1522952,129.0582567
77,일반음식점,기타,명가조방낙지,"부산광역시 부산진구 중앙대로666번길 50, 상가동 지하2층 비203호 (부전동, 더?氷아?럴스타)",부산광역시 부산진구 부전동 537 - 9 더?氷아?럴스타 상가동 비203호,낙지볶음,051-932-5945,35.1514591,129.0589372
78,일반음식점,뷔페식,갤러리움웨딩홀부페,"부산광역시 부산진구 중앙대로969번길 11, c201호 (양정동,양정롯데갤러리움아파트(2층))",부산광역시 부산진구 양정동 273 - 1 양정롯데갤러리움아파트(2층) c201호,뷔페,051-852-6776,35.1758917,129.070569
79,일반음식점,한식,건양정홍삼삼계탕서면점,"부산광역시 부산진구 동성로 147 (전포동,외1필지(1.2층))",부산광역시 부산진구 전포동 878 - 20 외1필지(1.2층),삼계탕,051-817-3317,35.1610841,129.0607844
80,일반음식점,식육(숯불구이),덕궁,"부산광역시 부산진구 새싹로 251 (초읍동,(2층, 3층))","부산광역시 부산진구 초읍동 273 - 1 (2층, 3층)",소고기구이,051-802-6699,35.178509,129.0455556
81,일반음식점,식육(숯불구이),외식일번가 부산진구점,"부산광역시 부산진구 신천대로 222, 2,3층 (부암동)","부산광역시 부산진구 부암동 123 - 6 (2,3층)",쇠고기구이,051-816-0007,35.1618982,129.0485805
82,일반음식점,한식,강원삼계탕,"부산광역시 부산진구 개금온정로 10 (개금동,796-1개금롯데캐슬상가2동제지1층 B117,B118,B119)","부산광역시 부산진구 개금동 796 796-1개금롯데캐슬상가2동제지1층 B117,B118,B119","삼계탕,곰탕류",051-502-9116,35.1544137,129.024292
83,일반음식점,중국식,북경,부산광역시 부산진구 시민공원로19번길 32-5 (부암동),부산광역시 부산진구 부암동 80 - 26,중화요리,051-807-6709,35.1647156,129.0496574
84,일반음식점,식육(숯불구이),서면고기집,"부산광역시 부산진구 서전로10번길 45-6, 지상1-2층 (부전동)",부산광역시 부산진구 부전동 168 - 457 지상1-2층,곰탕,051-809-0013,35.1557227,129.0578994
85,일반음식점,중국식,태백관,부산광역시 부산진구 서전로9번길 52 (부전동),부산광역시 부산진구 부전동 98 - 10,자장면,051-806-9197,35.1598264,129.0596913
86,일반음식점,한식,이바돔감자탕,부산광역시 부산진구 중앙대로 808 (전포동),부산광역시 부산진구 전포동 874 - 1,감자탕,051-805-3330,35.1510923,129.0698865
87,일반음식점,한식,현대가든,부산광역시 부산진구 범양로125번길 12 (양정동),부산광역시 부산진구 양정동 507 - 22,"생갈비,삼겹살",051-852-8866,35.1744554,129.0629246
88,일반음식점,한식,일품정가,부산광역시 부산진구 가야대로703번길 25 (당감동),부산광역시 부산진구 당감동 69 - 7,삼겹살,051-891-9136,35.1582959,129.0461184
89,일반음식점,한식,다원정,부산광역시 부산진구 서면문화로 23-1 (부전동),부산광역시 부산진구 부전동 474 - 31,등심구이,051-808-3800,35.159131,129.0539616
90,일반음식점,중국식,백향만두,부산광역시 부산진구 당감로 118 (부암동),부산광역시 부산진구 부암동 560 - 14,"우동,자장면",051-816-6960,35.1728559,129.0348258
91,일반음식점,경양식,씨제이푸드빌(주)빕스서면점,부산광역시 부산진구 중앙대로 654 (부전동),부산광역시 부산진구 부전동 536 - 8,"스테이크, 샐러드바",051-817-1997,35.1557511,129.0482304
92,일반음식점,한식,백양돼지국밥,부산광역시 부산진구 백양관문로 84 (당감동),부산광역시 부산진구 당감동 792 - 12,돼지국밥,051-898-0505,35.1663927,129.0266109
93,일반음식점,한식,미락,부산광역시 부산진구 당감서로 90 (부암동),부산광역시 부산진구 부암동 505 - 1,"생선회,초밥",051-809-8077,35.1685112,129.0345127
94,일반음식점,한식,사랑채,부산광역시 부산진구 월드컵대로472번길 24 (초읍동),부산광역시 부산진구 초읍동 308 - 10,한정식,051-805-3832,35.1833425,129.0471931
95,일반음식점,한식,(주)사미헌,부산광역시 부산진구 서면문화로 19 (부전동),부산광역시 부산진구 부전동 474 - 26,"등심구이,갈비탕",051-819-6677,35.1589912,129.0544932
96,일반음식점,한식,진수밥상,"부산광역시 부산진구 백양관문로 111 (당감동,(1층))",부산광역시 부산진구 당감동 808 (1층),막국수,051-895-1511,35.1683424,129.0248045
97,일반음식점,식육(숯불구이),공감식당,"부산광역시 부산진구 동평로 81, 1층 (당감동)",부산광역시 부산진구 당감동 416 - 3 (1층),삼겹살,051-891-2041,35.1655149,129.0362002
98,일반음식점,한식,옛날구포집,부산광역시 부산진구 황령대로7번길 16 (범천동),부산광역시 부산진구 범천동 858 - 53,"게조림,아구찜",051-631-7404,35.1483357,129.0579221
99,일반음식점,식육(숯불구이),태백산 참숯마을,"부산광역시 해운대구 재반로60번길 2 (재송동, 2,3층)",부산광역시 해운대구 재송동 480,통돼지갈비,051-784-5522,35.18385979,129.1265044
100,일반음식점,한식,궁중식당,"부산광역시 해운대구 좌동로63번길 21 (중동, 지상1층)",부산광역시 해운대구 중동 218-7,아구찜,051-702-1801,35.17142288,129.1718236
101,일반음식점,한식,거창순두부,"부산광역시 해운대구 좌동순환로 55-1 (좌동, 지상1층)",부산광역시 해운대구 좌동 1341-11,순두부,051-731-4988,35.17145704,129.1664232
102,일반음식점,회집,거북선횟집,부산광역시 해운대구 달맞이길62번길 69 (중동),부산광역시 해운대구 중동 996-7,생선회,051-741-8851,35.15682682,129.1739628
103,일반음식점,뷔페식,(주)헬로우스시,"부산광역시 해운대구 해운대해변로 163 (우동, 현대베네시티상가지하101-1,102호)",부산광역시 해운대구 우동 1432,뷔페식,051-746-7466,35.15920871,129.1502672
104,일반음식점,한식,해운마루,"부산광역시 해운대구 달맞이길62번길 65 (중동, 지상1층)",부산광역시 해운대구 중동 996-1,생선회,051-743-2772,35.15700136,129.1736251
105,일반음식점,한식,해운대이름난암소갈비,"부산광역시 해운대구 달맞이길 22 (중동, 외2필지 지상3층)",부산광역시 해운대구 중동 1139-4,소갈비,051-744-0054,35.16191233,129.1672636
106,일반음식점,한식,해운대소문난암소갈비집,부산광역시 해운대구 중동2로10번길 32-10 (중동),부산광역시 해운대구 중동 1225-1,소갈비,051-746-3333,35.16322889,129.1662726
107,일반음식점,한식,해운대소문난삼계탕,"부산광역시 해운대구 중동2로 6 (중동, 외1필지 1층)",부산광역시 해운대구 중동 1394-39,탕류,051-741-4545,35.16261027,129.1649905
108,일반음식점,한식,할매복국,"부산광역시 해운대구 달맞이길62번길 1 (중동, 2,3층)",부산광역시 해운대구 중동 940-14,복국,051-742-2789,35.16090683,129.171508
109,일반음식점,식육(숯불구이),한우 뭉치,부산광역시 해운대구 대천로106번길 16 (좌동),부산광역시 해운대구 좌동 908-4,식육전문,051-702-6692,35.17414594,129.1745194
110,일반음식점,한식,통영 굴국밥,"부산광역시 해운대구 좌동순환로 443 (중동, 103,105호(지상1층))",부산광역시 해운대구 중동 1516-2,굴국밥,051-747-8892,35.16121472,129.1722917
111,일반음식점,경양식,오페라,"부산광역시 해운대구 달맞이길117번길 29 (중동, 3층)",부산광역시 해운대구 중동 1510-12,스테이크,051-746-6670,35.15897556,129.1754645
112,일반음식점,식육(숯불구이),오발탄,"부산광역시 해운대구 해운대로570번길 10 (우동, 지상1,2층일부)",부산광역시 해운대구 우동 646-1,양곱창,051-746-6080,35.16035216,129.1551347
113,일반음식점,한식,예이제,"부산광역시 해운대구 해운대해변로298번길 29 (중동, 해운대푸르지오씨디 210~216호)",부산광역시 해운대구 중동 1123 해운대푸르지오시티,한정식,051-731-1100,35.1609695,129.1668879
114,일반음식점,회집,영변횟집,부산광역시 해운대구 송정해변로 30 (송정동),부산광역시 해운대구 송정동 297-17 영변,생선회,051-703-7590,35.18079858,129.2029075
115,일반음식점,한식,언양봉계숯불갈비,"부산광역시 해운대구 재반로 186 (반여동, 지상2층 일부)",부산광역시 해운대구 반여동 1291-1021,돼지갈비,051-752-3662,35.19388093,129.1306069
116,일반음식점,한식,양산국밥,"부산광역시 해운대구 좌동로10번길 75 (중동, 지상1,2층)",부산광역시 해운대구 중동 285-1,국밥,051-703-3544,35.16784498,129.1726943
117,일반음식점,중국식,얌차이나,"부산광역시 해운대구 센텀남대로 59 (우동, 롯데백화점센텀시티점6층)",부산광역시 해운대구 우동 1496 롯데백화점센텀시티점,중화요리,051-730-3903,35.16985471,129.1310752
118,일반음식점,한식,신토불이보쌈,"부산광역시 해운대구 구남로29번길 35 (중동, 2층)",부산광역시 해운대구 중동 1380-4,보쌈,051-731-1441,35.16281775,129.1621616
119,일반음식점,한식,수비가든,부산광역시 해운대구 해운대로469번길 142 (우동),부산광역시 해운대구 우동 1072-38,오리구이,051-742-8998,35.16869453,129.1413557
120,일반음식점,한식,해운사계,"부산광역시 해운대구 구남로8번길 71 (우동, 지상1,2층)",부산광역시 해운대구 우동 642-2,한정식,051-731-0041,35.16110817,129.1561991
121,일반음식점,한식,동백삼계탕,"부산광역시 해운대구 마린시티3로 23 (우동, 벽산e오렌지상가 320호 - 325호 )",부산광역시 해운대구 우동 1435,삼계탕,051-900-9933,35.15664443,129.1469274
122,일반음식점,일식,덴포라,"부산광역시 해운대구 좌동로10번길 21 (중동, 지상2층)",부산광역시 해운대구 중동 1318-5,바다가재,051-742-0633,35.16735613,129.1701187
123,일반음식점,탕류(보신용),남해돼지국밥,"부산광역시 해운대구 선수촌로 184 (반여동, 지상1층)",부산광역시 해운대구 반여동 870-1,국밥류,051-523-0468,35.20898505,129.1241611
124,일반음식점,한식,남도,"부산광역시 해운대구 센텀6로 21 (우동, 인텔리움센텀 205, 206호)",부산광역시 해운대구 우동 1458,고등어구이,051-905-9292,35.17359479,129.1292169
125,일반음식점,한식,낙지볶음개미집,"부산광역시 해운대구 대천로 38 (중동, 지상2층)",부산광역시 해운대구 중동 142-8,낙지볶음,051-744-6446,35.17033473,129.1697003
126,일반음식점,한식,기장식당,"부산광역시 해운대구 중동2로 5 (중동, 1층)",부산광역시 해운대구 중동 1394-64,가자미찌개,051-743-4944,35.16254039,129.164759
127,일반음식점,회집,금오,"부산광역시 해운대구 청사포로58번길 62 (중동, 1,2층)",부산광역시 해운대구 중동 662-1,생선회,051-742-0011,35.16116862,129.1881076
128,일반음식점,복어취급,금수복국,"부산광역시 해운대구 중동1로43번길 23 (중동, 1~2층)",부산광역시 해운대구 중동 1394-65,복국,051-742-3600,35.16241675,129.1644938
129,일반음식점,복어취급,초원복국,"부산광역시 해운대구 해운대해변로 329-2 (중동, 2,3층)",부산광역시 해운대구 중동 1225-5,복국,051-743-5291,35.16288958,129.1659385
130,일반음식점,한식,초원농원 해운대점,"부산광역시 해운대구 좌동순환로8번길 13 (중동, 외2필지(2층))",부산광역시 해운대구 중동 1310-2,한우등심,051-744-1592,35.16754816,129.1679699
131,일반음식점,한식,채선당(해운대점),"부산광역시 해운대구 세실로 45 (좌동, 대승프라자201호)",부산광역시 해운대구 좌동 1484-1,샤브샤브,051-703-9600,35.16898947,129.1782872
132,일반음식점,한식,유바기쭈꾸미,"부산광역시 해운대구 좌동로 105 (좌동, 지상1층)",부산광역시 해운대구 좌동 397-1,불쭈꾸미,051-703-1085,35.1731816,129.1763608
133,일반음식점,한식,원조지구촌암소숯불생,"부산광역시 해운대구 청사포로 103 (중동, 외3필지(1층,2층))",부산광역시 해운대구 중동 504-6,갈비류,051-704-6885,35.16267139,129.1911151
134,일반음식점,식육(숯불구이),외식일번가,"부산광역시 해운대구 해운대로 425 (우동, 지상1,2층)",부산광역시 해운대구 우동 1060-1,소갈비,051-743-3338,35.16636668,129.1415976
135,일반음식점,한식,수백한상,"부산광역시 해운대구 구남로8번길 86 (우동, 지상1층)",부산광역시 해운대구 우동 641-18,돼지국밥,051-746-5953,35.16099227,129.1551218
136,일반음식점,한식,수미밥상,"부산광역시 해운대구 재반로 130-1 (재송동, 1층일부)",부산광역시 해운대구 재송동 1131-1,보리밥,051-782-8536,35.18989306,129.1271478
137,일반음식점,회집,수림횟집,"부산광역시 해운대구 해운대해변로221번길 15 (우동, A동 지상1층 )",부산광역시 해운대구 우동 647-1,생선회,051-744-5570,35.15991117,129.1560065
138,일반음식점,한식,솔내음한정식,"부산광역시 해운대구 달맞이길117번길 17-11 (중동, 지상3층)",부산광역시 해운대구 중동 1509-5,돌솥밥,051-746-8818,35.15858359,129.1749869
139,일반음식점,회집,선창횟집,부산광역시 해운대구 달맞이길62번길 67 (중동),부산광역시 해운대구 중동 996-6,생선회,051-747-7470,35.15688239,129.1738099
140,일반음식점,한식,선미아구찜,"부산광역시 해운대구 세실로 104 (좌동, 롯데캐슬마스트타운201~203호)",부산광역시 해운대구 좌동 970 해운대좌동롯데캐슬마스터타운 201호,아구찜,051-701-0006,35.17404388,129.1757475
